species_key,source_code_system,source_species_code,scientific_name,common_name,community_layers,n_states,n_plot_visits,n_conditions,abundance_total,bien_query_name,range_lookup_status,range_review_reason
p2veg:BRINI,nrcs_plants_symbol,BRINI,Bromus inermis ssp. inermis,smooth brome,graminoid,3,4,5,128,Bromus_inermis_ssp._inermis,missing,No BIEN range returned
p2veg:ERTRT4,nrcs_plants_symbol,ERTRT4,Eriodictyon trichocalyx var. trichocalyx,hairy yerba santa,shrub,1,6,6,128,Eriodictyon_trichocalyx_var._trichocalyx,missing,No BIEN range returned
p2veg:AMUTU,nrcs_plants_symbol,AMUTU,Amelanchier utahensis var. utahensis,Utah serviceberry,p2veg_tree_layer;shrub,5,11,11,127,Amelanchier_utahensis_var._utahensis,missing,No BIEN range returned
p2veg:LUARC,nrcs_plants_symbol,LUARC,Lupinus arbustus ssp. calcaratus,longspur lupine,forb,2,4,4,127,Lupinus_arbustus_ssp._calcaratus,missing,No BIEN range returned
p2veg:ACLE8,nrcs_plants_symbol,ACLE8,Achnatherum lemmonii,Lemmon's needlegrass,graminoid,3,11,12,126.633889,Achnatherum_lemmonii,missing,No BIEN range returned
p2veg:ARDIA,nrcs_plants_symbol,ARDIA,Aruncus dioicus var. acuminatus,bride's feathers,forb;shrub,3,17,18,125.697302,Aruncus_dioicus_var._acuminatus,missing,No BIEN range returned
p2veg:CALEP2,nrcs_plants_symbol,CALEP2,Carex leptalea ssp. pacifica,Pacific bristlystalked sedge,graminoid,1,8,8,124,Carex_leptalea_ssp._pacifica,missing,No BIEN range returned
p2veg:POAN2,nrcs_plants_symbol,POAN2,Polystichum andersonii,Anderson's hollyfern,forb,2,4,4,124,Polystichum_andersonii,missing,No BIEN range returned
p2veg:GRPA8,nrcs_plants_symbol,GRPA8,Grindelia papposa,Spanish gold,forb,1,5,5,122,Grindelia_papposa,missing,No BIEN range returned
p2veg:ERPEP,nrcs_plants_symbol,ERPEP,Erigeron peregrinus ssp. peregrinus,subalpine fleabane,forb,2,12,14,121.817202,Erigeron_peregrinus_ssp._peregrinus,missing,No BIEN range returned
p2veg:STAJ,nrcs_plants_symbol,STAJ,Stachys ajugoides,bugle hedgenettle,forb,1,19,20,121.457596,Stachys_ajugoides,missing,No BIEN range returned
p2veg:NASQ,nrcs_plants_symbol,NASQ,Navarretia squarrosa,skunkbush,forb,1,2,2,120,Navarretia_squarrosa,missing,No BIEN range returned
p2veg:CYFUF,nrcs_plants_symbol,CYFUF,Cylindropuntia fulgida var. fulgida,jumping cholla,shrub,2,12,12,119,Cylindropuntia_fulgida_var._fulgida,missing,No BIEN range returned
p2veg:ANPL2,nrcs_plants_symbol,ANPL2,Antidesma platyphyllum,ha'a,p2veg_tree_layer,1,15,17,118.870581,Antidesma_platyphyllum,missing,No BIEN range returned
p2veg:FRCAC6,nrcs_plants_symbol,FRCAC6,Frangula californica ssp. crassifolia,California buckthorn,shrub,1,3,3,118.67231,Frangula_californica_ssp._crassifolia,missing,No BIEN range returned
p2veg:SYALL,nrcs_plants_symbol,SYALL,Symphoricarpos albus var. laevigatus,common snowberry,shrub,2,2,2,118,Symphoricarpos_albus_var._laevigatus,missing,No BIEN range returned
p2veg:GEVII,nrcs_plants_symbol,GEVII,Geranium viscosissimum var. incisum,sticky purple geranium,forb,6,7,8,117.525942,Geranium_viscosissimum_var._incisum,missing,No BIEN range returned
p2veg:BADI,nrcs_plants_symbol,BADI,Bahia dissecta,ragleaf bahia,forb,2,12,12,117,Bahia_dissecta,missing,No BIEN range returned
p2veg:BRCIR,nrcs_plants_symbol,BRCIR,Bromus ciliatus var. richardsonii,fringed brome,graminoid,2,2,2,117,Bromus_ciliatus_var._richardsonii,missing,No BIEN range returned
p2veg:BRINP5,nrcs_plants_symbol,BRINP5,Bromus inermis ssp. pumpellianus var. pumpellianus,Pumpelly's brome,graminoid,4,7,7,117,Bromus_inermis_ssp._pumpellianus_var._pumpellianus,missing,No BIEN range returned
p2veg:CICH,nrcs_plants_symbol,CICH,Cibotium chamissoi,Chamisso's manfern,p2veg_tree_layer,1,11,11,116,Cibotium_chamissoi,missing,No BIEN range returned
p2veg:MAMA28,nrcs_plants_symbol,MAMA28,Macaranga mappa,pengua,p2veg_tree_layer,1,6,6,115.548004,Macaranga_mappa,missing,No BIEN range returned
p2veg:POBO,nrcs_plants_symbol,POBO,Poa bolanderi,Bolander's bluegrass,graminoid,3,5,7,115.282322,Poa_bolanderi,missing,No BIEN range returned
p2veg:LIDAD,nrcs_plants_symbol,LIDAD,Linaria dalmatica ssp. dalmatica,Dalmatian toadflax,forb,2,16,17,115.147384,Linaria_dalmatica_ssp._dalmatica,missing,No BIEN range returned
p2veg:MARAA,nrcs_plants_symbol,MARAA,Maianthemum racemosum ssp. amplexicaule,feathery false lily of the valley,forb,6,19,19,115,Maianthemum_racemosum_ssp._amplexicaule,missing,No BIEN range returned
p2veg:ARELB,nrcs_plants_symbol,ARELB,Arrhenatherum elatius var. bulbosum,tall oatgrass,graminoid,1,1,1,113,Arrhenatherum_elatius_var._bulbosum,missing,No BIEN range returned
p2veg:MEPOI2,nrcs_plants_symbol,MEPOI2,Metrosideros polymorpha var. incana,'ohi'a lehua,p2veg_tree_layer,1,2,2,113,Metrosideros_polymorpha_var._incana,missing,No BIEN range returned
p2veg:ERSA11,nrcs_plants_symbol,ERSA11,Erythrina sandwicensis,wili wili,p2veg_tree_layer,1,3,3,110,Erythrina_sandwicensis,missing,No BIEN range returned
p2veg:HYCAC,nrcs_plants_symbol,HYCAC,Hydrophyllum capitatum var. capitatum,ballhead waterleaf,forb,2,21,21,110,Hydrophyllum_capitatum_var._capitatum,missing,No BIEN range returned
p2veg:POFEL,nrcs_plants_symbol,POFEL,Poa fendleriana ssp. longiligula,muttongrass,graminoid,2,9,9,110,Poa_fendleriana_ssp._longiligula,missing,No BIEN range returned
p2veg:LOMI,nrcs_plants_symbol,LOMI,Lotus micranthus,desert deervetch,forb,3,9,10,107.571913,Lotus_micranthus,missing,No BIEN range returned
p2veg:ODCH,nrcs_plants_symbol,ODCH,Odontosoria chinensis,Chinese creepingfern,forb,1,8,9,107.557518,Odontosoria_chinensis,missing,No BIEN range returned
p2veg:CHVIL4,nrcs_plants_symbol,CHVIL4,Chrysothamnus viscidiflorus ssp. lanceolatus,yellow rabbitbrush,shrub,3,10,10,107,Chrysothamnus_viscidiflorus_ssp._lanceolatus,missing,No BIEN range returned
p2veg:BAPL,nrcs_plants_symbol,BAPL,Baccharis plummerae,Plummer's baccharis,shrub,1,2,3,106.95912,Baccharis_plummerae,missing,No BIEN range returned
p2veg:ARPUF,nrcs_plants_symbol,ARPUF,Aristida purpurea var. fendleriana,Fendler's threeawn,graminoid,2,3,3,106,Aristida_purpurea_var._fendleriana,missing,No BIEN range returned
p2veg:PHOR4,nrcs_plants_symbol,PHOR4,Philadelphus oreganus,Oregon mock orange,shrub,2,5,5,106,Philadelphus_oreganus,missing,No BIEN range returned
p2veg:ESCAM,nrcs_plants_symbol,ESCAM,Eschscholzia californica ssp. mexicana,California poppy,forb,1,1,1,105,Eschscholzia_californica_ssp._mexicana,missing,No BIEN range returned
p2veg:POAL11,nrcs_plants_symbol,POAL11,Polygonum alpinum,Alaska wild rhubarb,forb,1,15,15,104.253465,Polygonum_alpinum,missing,No BIEN range returned
p2veg:RULEL,nrcs_plants_symbol,RULEL,Rubus leucodermis var. leucodermis,whitebark raspberry,shrub,1,10,10,104.000672,Rubus_leucodermis_var._leucodermis,missing,No BIEN range returned
p2veg:SESTS2,nrcs_plants_symbol,SESTS2,Sedum stenopetalum ssp. stenopetalum,wormleaf stonecrop,forb,3,10,12,102.894204,Sedum_stenopetalum_ssp._stenopetalum,missing,No BIEN range returned
p2veg:LUCAC3,nrcs_plants_symbol,LUCAC3,Lupinus caudatus ssp. caudatus,tailcup lupine,forb,5,13,13,101,Lupinus_caudatus_ssp._caudatus,missing,No BIEN range returned
p2veg:GAHU2,nrcs_plants_symbol,GAHU2,Gayophytum humile,dwarf groundsmoke,forb,2,6,7,100,Gayophytum_humile,missing,No BIEN range returned
p2veg:HEUNU,nrcs_plants_symbol,HEUNU,Helianthella uniflora var. uniflora,oneflower helianthella,forb,1,8,8,100,Helianthella_uniflora_var._uniflora,missing,No BIEN range returned
p2veg:PODOM2,nrcs_plants_symbol,PODOM2,Polygonum douglasii ssp. majus,large knotweed,forb,2,7,8,100,Polygonum_douglasii_ssp._majus,missing,No BIEN range returned
p2veg:PTEX,nrcs_plants_symbol,PTEX,Pteris excelsa,waimakanui,forb,1,1,1,100,Pteris_excelsa,missing,No BIEN range returned
p2veg:SYLAG,nrcs_plants_symbol,SYLAG,Symphyotrichum laeve var. geyeri,Geyer's aster,forb,3,8,8,100,Symphyotrichum_laeve_var._geyeri,missing,No BIEN range returned
p2veg:CASCP3,nrcs_plants_symbol,CASCP3,Carex scirpoidea ssp. pseudoscirpoidea,western singlespike sedge,graminoid,2,5,5,99,Carex_scirpoidea_ssp._pseudoscirpoidea,missing,No BIEN range returned
p2veg:PIAL2,nrcs_plants_symbol,PIAL2,Pipturus albidus,Waimea pipturus,p2veg_tree_layer;shrub,1,4,4,99,Pipturus_albidus,missing,No BIEN range returned
p2veg:PRAL,nrcs_plants_symbol,PRAL,Prenanthes alata,western rattlesnakeroot,forb,2,13,13,99,Prenanthes_alata,missing,No BIEN range returned
p2veg:ANROR,nrcs_plants_symbol,ANROR,Antennaria rosea ssp. rosea,rosy pussytoes,forb,4,9,11,98.967576,Antennaria_rosea_ssp._rosea,missing,No BIEN range returned
p2veg:COPU8,nrcs_plants_symbol,COPU8,Coprosma pubens,pubescent mirrorplant,p2veg_tree_layer,1,10,11,98.7675,Coprosma_pubens,missing,No BIEN range returned
p2veg:ACNE10,nrcs_plants_symbol,ACNE10,Achnatherum nevadense,Nevada needlegrass,graminoid,1,14,14,98,Achnatherum_nevadense,missing,No BIEN range returned
p2veg:ARART,nrcs_plants_symbol,ARART,Artemisia arbuscula ssp. thermopola,little sagebrush,shrub,1,2,2,98,Artemisia_arbuscula_ssp._thermopola,missing,No BIEN range returned
p2veg:LUALS,nrcs_plants_symbol,LUALS,Lupinus albicaulis var. shastensis,Shasta lupine,forb,1,4,5,98,Lupinus_albicaulis_var._shastensis,missing,No BIEN range returned
p2veg:LUSEE2,nrcs_plants_symbol,LUSEE2,Lupinus sericeus ssp. sericeus var. egglestonianus,silky lupine,forb,1,12,12,98,Lupinus_sericeus_ssp._sericeus_var._egglestonianus,missing,No BIEN range returned
p2veg:SYLAH6,nrcs_plants_symbol,SYLAH6,Symphyotrichum lanceolatum ssp. hesperium var. hesperium,white panicle aster,forb,4,7,7,98,Symphyotrichum_lanceolatum_ssp._hesperium_var._hesperium,missing,No BIEN range returned
p2veg:PRVUL2,nrcs_plants_symbol,PRVUL2,Prunella vulgaris ssp. lanceolata,lance selfheal,forb,2,3,3,97,Prunella_vulgaris_ssp._lanceolata,missing,No BIEN range returned
p2veg:ARGLM2,nrcs_plants_symbol,ARGLM2,Arctostaphylos glandulosa ssp. mollis,Eastwood's manzanita,shrub,1,1,1,95,Arctostaphylos_glandulosa_ssp._mollis,missing,No BIEN range returned
p2veg:RAALM,nrcs_plants_symbol,RAALM,Ranunculus alismifolius var. montanus,waterplantain buttercup,forb,1,2,2,95,Ranunculus_alismifolius_var._montanus,missing,No BIEN range returned
p2veg:LUPOP2,nrcs_plants_symbol,LUPOP2,Lupinus polyphyllus ssp. polyphyllus,bigleaf lupine,forb,1,5,8,94.99207,Lupinus_polyphyllus_ssp._polyphyllus,missing,No BIEN range returned
p2veg:COOC3,nrcs_plants_symbol,COOC3,Coprosma ochracea,Maui mirrorplant,p2veg_tree_layer,1,9,9,94,Coprosma_ochracea,missing,No BIEN range returned
p2veg:ADFAF,nrcs_plants_symbol,ADFAF,Adenostoma fasciculatum var. fasciculatum,chamise,shrub,1,3,4,93.963388,Adenostoma_fasciculatum_var._fasciculatum,missing,No BIEN range returned
p2veg:EPCIC,nrcs_plants_symbol,EPCIC,Epilobium ciliatum ssp. ciliatum,fringed willowherb,forb,4,10,10,93,Epilobium_ciliatum_ssp._ciliatum,missing,No BIEN range returned
p2veg:LAPAP2,nrcs_plants_symbol,LAPAP2,Lathyrus pauciflorus var. pauciflorus,fewflower pea,forb,2,6,6,93,Lathyrus_pauciflorus_var._pauciflorus,missing,No BIEN range returned
p2veg:THCY,nrcs_plants_symbol,THCY,Thelypteris cyatheoides,lacy maiden fern,forb,1,2,2,92.939736,Thelypteris_cyatheoides,missing,No BIEN range returned
p2veg:CLCOC2,nrcs_plants_symbol,CLCOC2,Clematis columbiana var. columbiana,rock clematis,forb;shrub,2,17,17,92,Clematis_columbiana_var._columbiana,missing,No BIEN range returned
p2veg:ERPEM,nrcs_plants_symbol,ERPEM,Eragrostis pectinacea var. miserrima,desert lovegrass,graminoid,1,1,1,92,Eragrostis_pectinacea_var._miserrima,missing,No BIEN range returned
p2veg:OPSA,nrcs_plants_symbol,OPSA,Opuntia santa-rita,Santa Rita pricklypear,shrub,2,6,6,92,Opuntia_santa-rita,missing,No BIEN range returned
p2veg:ORALH,nrcs_plants_symbol,ORALH,Oreostemma alpigenum var. haydenii,tundra aster,forb,1,4,4,92,Oreostemma_alpigenum_var._haydenii,missing,No BIEN range returned
p2veg:SOMUS,nrcs_plants_symbol,SOMUS,Solidago multiradiata var. scopulorum,manyray goldenrod,forb,2,6,8,92,Solidago_multiradiata_var._scopulorum,missing,No BIEN range returned
p2veg:COLA,nrcs_plants_symbol,COLA,Coix lacryma-jobi,Job's tears,graminoid,1,7,8,91.897504,Coix_lacryma-jobi,missing,No BIEN range returned
p2veg:BEWY,nrcs_plants_symbol,BEWY,Besseya wyomingensis,Wyoming besseya,forb,3,8,8,91,Besseya_wyomingensis,missing,No BIEN range returned
p2veg:DILO7,nrcs_plants_symbol,DILO7,Dimocarpus longan,longan,p2veg_tree_layer,1,1,1,90,Dimocarpus_longan,missing,No BIEN range returned
p2veg:LUSU5,nrcs_plants_symbol,LUSU5,Lupinus sulphureus,sulphur lupine,forb,2,9,9,90,Lupinus_sulphureus,missing,No BIEN range returned
p2veg:TRWO3,nrcs_plants_symbol,TRWO3,Trisetum wolfii,Wolf's trisetum,graminoid,2,3,3,90,Trisetum_wolfii,missing,No BIEN range returned
p2veg:ARPA20,nrcs_plants_symbol,ARPA20,Artemisia packardiae,Packard's wormwood,forb;shrub,1,13,13,89.574899,Artemisia_packardiae,missing,No BIEN range returned
p2veg:PAPSP2,nrcs_plants_symbol,PAPSP2,Packera pseudaurea var. pseudaurea,falsegold groundsel,forb,5,13,13,89,Packera_pseudaurea_var._pseudaurea,missing,No BIEN range returned
p2veg:ERRU2,nrcs_plants_symbol,ERRU2,Eriophorum russeolum,red cottongrass,graminoid,1,5,6,88.404758,Eriophorum_russeolum,missing,No BIEN range returned
p2veg:LESAS2,nrcs_plants_symbol,LESAS2,Leymus salinus ssp. salmonis,Salmon wildrye,graminoid,1,6,6,88,Leymus_salinus_ssp._salmonis,missing,No BIEN range returned
p2veg:SYHE5,nrcs_plants_symbol,SYHE5,Symphyotrichum hendersonii,Lyall aster,forb,1,2,2,88,Symphyotrichum_hendersonii,missing,No BIEN range returned
p2veg:MOGA,nrcs_plants_symbol,MOGA,Morelotia gahniiformis,Gaudichaud's sawsedge,graminoid,1,3,3,87,Morelotia_gahniiformis,missing,No BIEN range returned
p2veg:PHGR61,nrcs_plants_symbol,PHGR61,Phymatosorus grossus,musk fern,forb,1,5,6,87,Phymatosorus_grossus,missing,No BIEN range returned
p2veg:RIMA2,nrcs_plants_symbol,RIMA2,Ribes marshallii,Hupa gooseberry,shrub,2,4,4,87,Ribes_marshallii,missing,No BIEN range returned
p2veg:ARAM2,nrcs_plants_symbol,ARAM2,Arnica amplexicaulis,clasping arnica,forb,5,8,9,86.987384,Arnica_amplexicaulis,missing,No BIEN range returned
p2veg:FRRUR,nrcs_plants_symbol,FRRUR,Frangula rubra ssp. rubra,red buckthorn,shrub,1,7,8,86.289899,Frangula_rubra_ssp._rubra,missing,No BIEN range returned
p2veg:ARPA3,nrcs_plants_symbol,ARPA3,Arctostaphylos pajaroensis,Pajaro manzanita,shrub,1,5,6,86,Arctostaphylos_pajaroensis,missing,No BIEN range returned
p2veg:FEHA,nrcs_plants_symbol,FEHA,Festuca hawaiiensis,Hawai'i fescue,graminoid,1,2,2,85,Festuca_hawaiiensis,missing,No BIEN range returned
p2veg:RONUN,nrcs_plants_symbol,RONUN,Rosa nutkana var. nutkana,Nootka rose,shrub,2,6,8,84.385025,Rosa_nutkana_var._nutkana,missing,No BIEN range returned
p2veg:HETE21,nrcs_plants_symbol,HETE21,Hedyotis terminalis,variable starviolet,p2veg_tree_layer,1,15,15,83.870581,Hedyotis_terminalis,missing,No BIEN range returned
p2veg:BOPA2,nrcs_plants_symbol,BOPA2,Bouteloua parryi,Parry's grama,graminoid,1,1,1,83.459346,Bouteloua_parryi,missing,No BIEN range returned
p2veg:ERSPM,nrcs_plants_symbol,ERSPM,Erigeron speciosus var. macranthus,aspen fleabane,forb,2,6,6,83,Erigeron_speciosus_var._macranthus,missing,No BIEN range returned
p2veg:NALO,nrcs_plants_symbol,NALO,Nama lobbii,Lobb's fiddleleaf,forb,1,2,2,83,Nama_lobbii,missing,No BIEN range returned
p2veg:SOCA5,nrcs_plants_symbol,SOCA5,Solidago californica,California goldenrod,forb,2,7,7,82.96502,Solidago_californica,missing,No BIEN range returned
p2veg:MIGRG4,nrcs_plants_symbol,MIGRG4,Microsteris gracilis var. gracilis,slender phlox,forb,2,8,9,82.40546,Microsteris_gracilis_var._gracilis,missing,No BIEN range returned
p2veg:LOBIL,nrcs_plants_symbol,LOBIL,Lomatium bicolor var. leptocarpum,Wasatch desertparsley,forb,2,4,4,82,Lomatium_bicolor_var._leptocarpum,missing,No BIEN range returned
p2veg:PSMA6,nrcs_plants_symbol,PSMA6,Psychotria mariniana,forest wild coffee,p2veg_tree_layer,1,6,6,81.816716,Psychotria_mariniana,missing,No BIEN range returned
fia_spcd:7188,fia_spcd,7188,Flindersia brayleyana,Queensland maple,seedling;tree,1,1,1,81.0177367798096,Flindersia_brayleyana,missing,No BIEN range returned
p2veg:CEMOM2,nrcs_plants_symbol,CEMOM2,Cercocarpus montanus var. macrourus,Klamath mountain mahogany,shrub,2,4,4,81,Cercocarpus_montanus_var._macrourus,missing,No BIEN range returned
p2veg:LOINI,nrcs_plants_symbol,LOINI,Lonicera involucrata var. involucrata,twinberry honeysuckle,shrub,3,7,9,80.501422,Lonicera_involucrata_var._involucrata,missing,No BIEN range returned
p2veg:NEST5,nrcs_plants_symbol,NEST5,Nestotus stenophyllus,narrowleaf mock goldenweed,forb;shrub,2,8,10,80.370523,Nestotus_stenophyllus,missing,No BIEN range returned
p2veg:COKI,nrcs_plants_symbol,COKI,Cordylanthus kingii,King's bird's-beak,forb,2,5,5,80,Cordylanthus_kingii,missing,No BIEN range returned
p2veg:GLGRG,nrcs_plants_symbol,GLGRG,Glyceria grandis var. grandis,American mannagrass,graminoid,1,1,1,80,Glyceria_grandis_var._grandis,missing,No BIEN range returned
p2veg:LOGRG,nrcs_plants_symbol,LOGRG,Lomatium graveolens var. graveolens,king desertparsley,forb,1,2,2,80,Lomatium_graveolens_var._graveolens,missing,No BIEN range returned
p2veg:URDID,nrcs_plants_symbol,URDID,Urtica dioica ssp. dioica,stinging nettle,forb,3,11,14,78.78152,Urtica_dioica_ssp._dioica,missing,No BIEN range returned
p2veg:PLRI3,nrcs_plants_symbol,PLRI3,Pleuraphis rigida,big galleta,graminoid,3,5,5,78.656152,Pleuraphis_rigida,missing,No BIEN range returned
p2veg:POSA4,nrcs_plants_symbol,POSA4,Polygonum sachalinense,giant knotweed,forb,2,3,3,78.062134,Polygonum_sachalinense,missing,No BIEN range returned
p2veg:JURE,nrcs_plants_symbol,JURE,Juncus regelii,Regel's rush,graminoid,1,1,1,78,Juncus_regelii,missing,No BIEN range returned
p2veg:LYTO,nrcs_plants_symbol,LYTO,Lycium torreyi,Torrey wolfberry,shrub,1,2,2,78,Lycium_torreyi,missing,No BIEN range returned
p2veg:TAOFC,nrcs_plants_symbol,TAOFC,Taraxacum officinale ssp. ceratophorum,common dandelion,forb,4,6,6,78,Taraxacum_officinale_ssp._ceratophorum,missing,No BIEN range returned
fia_spcd:8429,fia_spcd,8429,Quercus austrina,bastard white oak,seedling;tree,2,2,2,77.336702053369,Quercus_austrina,missing,No BIEN range returned
p2veg:CHPA28,nrcs_plants_symbol,CHPA28,Chamaesyce parryi,Parry's sandmat,forb,2,2,2,77,Chamaesyce_parryi,missing,No BIEN range returned
p2veg:PADI11,nrcs_plants_symbol,PADI11,Packera dimorphophylla,splitleaf groundsel,forb,2,2,2,77,Packera_dimorphophylla,missing,No BIEN range returned
p2veg:SCCH3,nrcs_plants_symbol,SCCH3,Scaevola chamissoniana,naupaka kuahiwi,p2veg_tree_layer;shrub,1,5,5,77,Scaevola_chamissoniana,missing,No BIEN range returned
fia_spcd:7960,fia_spcd,7960,Nestegis sandwicensis,Hawaii olive,seedling;tree,1,3,3,76.6395537913128,Nestegis_sandwicensis,missing,No BIEN range returned
fia_spcd:7853,fia_spcd,7853,Morinda trimera,noni kuahiwi,seedling;tree,1,2,2,76.573580721316,Morinda_trimera,missing,No BIEN range returned
p2veg:POCU6,nrcs_plants_symbol,POCU6,Polygonum cuspidatum,Japanese knotweed,forb;shrub,2,4,4,76.285046,Polygonum_cuspidatum,missing,No BIEN range returned
p2veg:ARCAC7,nrcs_plants_symbol,ARCAC7,Arctostaphylos canescens ssp. canescens,hoary manzanita,shrub,1,2,2,76,Arctostaphylos_canescens_ssp._canescens,missing,No BIEN range returned
p2veg:CHINI,nrcs_plants_symbol,CHINI,Chenopodium incanum var. incanum,mealy goosefoot,forb,1,4,4,76,Chenopodium_incanum_var._incanum,missing,No BIEN range returned
p2veg:IPHE,nrcs_plants_symbol,IPHE,Ipomoea hederacea,ivyleaf morning-glory,forb;shrub,2,4,4,76,Ipomoea_hederacea,missing,No BIEN range returned
p2veg:ACMIL2,nrcs_plants_symbol,ACMIL2,Achillea millefolium var. litoralis,coast yarrow,forb,1,5,5,75,Achillea_millefolium_var._litoralis,missing,No BIEN range returned
p2veg:PLODO,nrcs_plants_symbol,PLODO,Pluchea odorata var. odorata,sweetscent,shrub,1,1,1,75,Pluchea_odorata_var._odorata,missing,No BIEN range returned
p2veg:PETRT,nrcs_plants_symbol,PETRT,Pentagramma triangularis ssp. triangularis,goldback fern,forb,2,4,5,74.988806,Pentagramma_triangularis_ssp._triangularis,missing,No BIEN range returned
fia_spcd:6143,fia_spcd,6143,Antidesma pulvinatum,hame,seedling,1,1,1,74.965282,Antidesma_pulvinatum,missing,No BIEN range returned
fia_spcd:6286,fia_spcd,6286,Buddleja asiatica,dogtail,seedling,1,1,1,74.965282,Buddleja_asiatica,missing,No BIEN range returned
fia_spcd:5800,fia_spcd,5800,Cupressocyparis leylandii,Leyland cypress,seedling,1,1,1,74.965282,Cupressocyparis_leylandii,missing,No BIEN range returned
fia_spcd:7343,fia_spcd,7343,Hedyotis fosbergii,Fosbergs starviolet,seedling,1,1,1,74.965282,Hedyotis_fosbergii,missing,No BIEN range returned
fia_spcd:7561,fia_spcd,7561,Leptospermum scoparium,broom teatree,seedling,1,1,1,74.965282,Leptospermum_scoparium,missing,No BIEN range returned
